0.07451419	-0.062213115	-0.046806622	0.045567006	0.047447152	-0.056950543	0.022776246	-0.062375654	-0.013818063	0.061230067	-0.06337024	0.042017885	0.11989007	-0.010028748	-0.014746484	0.050435465
-0.06424352	-0.038972	-0.03292131	0.021932578	0.014769572	-0.08571787	-0.033522014	-0.08416413	0.021959301	-0.03246694	-0.09921939	0.038804125	0.040619005	-0.059726596	-0.0056031104	0.039616425
0.03949559	-0.057884526	0.1262408	-0.03969456	-0.0042485846	0.10906626	-0.012783988	0.09324568	-0.014240828	0.10645713	-0.031669706	0.08236906	0.00937818	-0.055217892	0.05566772	0.070626676
-0.042467237	0.043627314	-0.009882457	0.05464998	-0.045212332	-0.0073721088	-0.00027252125	-0.06501694	0.03399804	-0.032452587	-4.594696e-05	-0.04193871	0.072779916	0.06927884	0.04578311	-0.031645216
-0.04987458	-0.028718956	-0.03874549	0.13225168	-0.06827802	0.07910036	-0.08757649	-0.024606843	-0.09442358	-0.045934245	0.04946331	-0.1346354	0.011022063	0.12506092	-0.035345938	0.05462183
-0.037991785	0.014356282	-0.085168175	-0.058701385	-0.019287365	0.1311724	0.013621442	0.089551404	-0.018488552	-0.115838766	0.147079	0.13612139	-0.16082314	-0.03132452	0.12540366	-0.19505742
0.013301125	0.039208572	0.022843033	-0.06926453	-0.014667202	-0.027220977	-0.051642638	-0.010185801	-0.08368007	-0.001090251	0.06373827	0.00824116	-0.051318772	-0.08419181	-0.034513496	-0.01583909
-0.088580795	-0.09075377	-0.023191927	0.079324886	0.050782055	-0.13575682	-0.052096378	-0.07830484	0.0685684	-0.038336717	-0.06781047	-0.01859259	0.019343864	-0.048274647	0.0021419283	0.054176442
-0.053132746	-0.036757145	-0.077313505	-0.006401698	0.01853448	-0.00066981977	-0.003158188	0.03096703	0.07254089	0.1534996	-0.03013419	0.026965443	0.08294251	0.040685166	-0.04527358	-0.058018412
-0.010168444	0.009836777	-0.064505845	0.019419175	0.11264533	-0.06036399	0.02656665	0.0607599	-0.0004016417	0.06501609	0.077553704	-0.104406655	-0.039719347	0.03203191	0.040688314	-0.10367301
-0.08796294	0.102798395	-0.1055359	0.0594436	-0.1102862	0.060362823	0.00853217	-0.02539032	0.058456976	0.0017878072	0.008658925	-0.15421842	0.022392813	0.1117127	0.09156712	0.016356884
-0.11120556	0.049503338	0.002099862	0.020069787	0.03923049	-0.08253875	-0.15353954	0.080101475	-0.06220368	0.06700179	0.14773025	-0.08724248	0.011812583	-0.04541641	0.005079017	-0.07625434
0.0039039329	-0.02994821	0.09977023	0.13189782	0.07988939	0.07717674	0.090617	-0.053927876	0.053788833	-0.0706679	-0.058193155	-0.020273985	-0.07791754	0.048548386	-0.06291999	0.057864644
-0.29702386	-0.15890343	-0.30323362	0.18631895	0.1883631	-0.045941718	0.15620899	-0.18584293	0.21007764	0.22161481	0.12397815	0.16257352	-0.29786003	0.1723768	0.2243632	-0.05188223
0.016177071	0.04524684	0.03346089	-0.05916152	-0.017908726	-0.025823737	-0.060036015	0.034540936	-0.06501478	-0.02078945	0.0013829614	-0.0038575868	0.030581458	0.06105688	-0.06429252	-0.050839793
-0.063964576	-0.062887035	-0.05109128	0.026259167	0.073043115	-0.017521353	0.07630637	0.012590738	0.07295475	-0.12827268	0.024062969	0.057131182	0.015758542	0.061489355	0.06440231	-0.053150542
0.054377932	-0.008327618	0.040277243	0.0077095814	0.06929519	0.06288037	-0.08349841	0.08090262	-0.044109255	-0.13327196	0.12072479	0.0023791173	-0.045259543	-0.10654126	0.030836418	0.07174514
0.0714443	0.15276287	0.090805024	-0.09908871	0.00047084317	-0.058776285	-0.008612787	0.012624141	-0.07372703	0.024699442	-0.019601783	0.0060565113	-0.048661463	0.018410213	-0.041030515	-0.006365448
0.28152344	0.24541645	0.17529874	-0.28608888	-0.2089798	-0.0514829	-0.15938589	0.3151232	-0.22867842	-0.11565328	-0.037641164	-0.13386087	0.24531613	-0.2506159	-0.096678905	-0.008109728
0.27502772	0.17909808	0.1331785	-0.1137072	-0.11471732	0.02698532	-0.10465455	0.19886687	-0.12615979	-0.17685536	0.02481495	-0.09770433	0.1543938	-0.14394969	0.008484572	0.07157275
-0.049119942	0.09833767	-0.0077050254	-0.049627967	0.018794663	-0.011499206	-0.022481436	0.06261088	0.036366314	-0.008367054	0.036912154	0.05828485	0.018350966	0.048273	0.042688034	0.010496695
-0.09677654	-0.14257494	-0.09493629	0.112953484	-0.0017387175	-0.13266858	0.16195963	-0.0565123	-0.091443226	0.07641342	-0.016286913	0.049942963	-0.026872547	0.08425932	0.04879674	0.10656733
-0.038187705	0.093295105	-0.016645446	-0.14156461	-0.08327584	0.01055365	0.013265312	0.040072642	0.0510423	0.093162104	0.06020649	-0.05100107	-0.07763219	-0.08598587	0.04445216	-0.03456771
0.14814314	0.04584318	-0.052705742	-0.11899637	-0.012007352	-0.038720153	-0.086148046	0.038600236	-0.12630096	-0.10807981	-0.039253253	-0.08487107	0.01714794	-0.014809666	0.013827272	-0.08054227
0.011660808	0.06302684	0.02986439	-0.11926612	0.062928826	1.6329199e-05	-0.0620023	-0.094965875	0.09947874	-0.030557338	-0.11527118	0.017928997	0.0012094099	-0.0041513694	-0.06560085	0.0016230448
0.018450385	-0.018237203	0.044430815	0.061950203	-0.017909303	-0.12484959	0.02890905	0.016604058	-0.13207537	0.06368454	0.0060482807	0.071850955	0.09451637	-0.106934614	0.0074358955	0.1712621
0.012157632	0.13538218	0.042091172	0.016475644	-0.0066287084	-0.031780228	-0.06165458	-0.007071313	-0.043145247	-0.05035216	-0.1130187	-0.15339544	-0.025333038	0.08458563	-0.15700753	-0.07854101
0.032239445	0.026116472	0.08740638	-0.015283575	0.0043651056	-0.03315374	-0.06323311	0.014096095	-0.020185761	-0.08889903	0.002972741	-0.11970769	0.09983941	-0.08994163	-0.01848417	-0.0070545273
-0.040478017	-0.018745696	-0.053883053	0.055763565	0.0778777	-0.08886527	-0.10008463	0.0015865517	-0.072466895	-0.01688394	0.03807478	0.003549613	0.18186504	-0.080050886	-0.05718901	-0.035788286
